Month,Year,ExpenditureCategory,CPI(2006=100)
9,2017,Maintenance of Passenger Vehicles,160.5
9,2017,Other Vehicle Related Services,147.5
9,2017,Transport Services,190.8
9,2017,Rail Passenger Transport,140
9,2017,Road Passenger Transport,196.3
9,2017,Plane Passenger Transport,137.7
9,2017,Communication,142.7
9,2017,Mail Services,168.7
9,2017,Telephone Equipment,195.7
9,2017,Telephone and Other Equipment,133.9
9,2017,Telephone Services,133.9
9,2017,Culture and Recreation,200.6
9,2017,"Audio-Video, Photographic and Computer Equipment",88.3
9,2017,"Sound and Picture Reciving, Capturing and Reproduction Equipment",84.4
9,2017,Photographic and Film Equipment,64.9
9,2017,Computer Equipment,99.7
9,2017,Sound and Picture Capturing Medium,84.4
9,2017,"Audio-Visual, Photographic and Computer Equipment Maintenance",218.1
9,2017,Grearer Lasting Goods for Culture and Recreation,84.7
9,2017,Musical Instruments,84.7
9,2017,"Other Recreational, Garden and Pet-related Equipment",187.5
9,2017,"Toys, Games and Hobbies",201
9,2017,Camping and Sport Equipment,135.7
9,2017,"Garden, Seedling and Flower",174.1
9,2017,Pets and Pet-related Means and Services,126.3
9,2017,Vet and Other Pet Services,133.5
9,2017,Cultural and Recreational Services,198.3
9,2017,Recreational Services,163.6
9,2017,Cultural Services,201.6
9,2017,"Newspaper, Books and Office Equipment",196.2
9,2017,Books,273.8
9,2017,Newspapers and Magazines,136.1
9,2017,Office Equipments,202.6
9,2017,Package Deals,319.1
9,2017,Education,157.8
9,2017,Highschool Education,140.7
9,2017,Higher Education,161.5
9,2017,Other Types of Education,163.3
9,2017,Restaurants and Hotels,180
9,2017,"Restaurants, Cafes and Canteens",179
9,2017,Restaurants and Cafes,179
9,2017,Accommodation Services,175
9,2017,Accommodation,195.8
9,2017,Other Personal Items and Other Services,172.6
9,2017,Personal Care,180.4
9,2017,Cosmetic and Hairdresser Services,161
9,2017,Personal Care Electrical Equipment,173.1
9,2017,Other Personal Care Items,188.4
9,2017,Personal Items,193.1
9,2017,Jewelry and Watches,289.7
9,2017,Other Personal Items,158
9,2017,Social Security,129.4
9,2017,Insurance,137.9
9,2017,Dwelling Insurance,136.8
9,2017,Vehicle Insurance,133.7
9,2017,Financial Services,178.9
9,2017,Other Financial Services,178.9
9,2017,Other Services,167.7
9,2018,Total,194.8
9,2018,Food and Non-alcoholic Drinks,199
9,2018,Food,200.9
9,2018,Bread and Cereal,199.7
9,2018,Meat,171.1
9,2018,Fish,217.9
9,2018,"Milk, Cheese and Eggs",207.8
9,2018,Oils and Fats,171.2
9,2018,Fruit,222.4
9,2018,Vegetables,253.5
9,2018,"Sugar, Jam, Honey and Chocolate",161.7
9,2018,Other Eatable Prducts,198.7
9,2018,Non-alcoholic Drinks,182.6
9,2018,"Coffee, Tea and Cocoa",233.7
9,2018,"Mineral Water, Non-alcoholic Drinks and Juices",152.3
9,2018,"Alcoholic Drinks, Tobacco and Narcotics",394.5
9,2018,Alcoholic Drinks,214.7
9,2018,Strong Alcoholic Drinks,204.4
9,2018,Wine,227.3
9,2018,Beer,206.2
9,2018,Tobacco,513.4
9,2018,Clothing and Footwear,125
9,2018,Clothing,129.8
9,2018,Clothing Material,131.6
9,2018,Garments,127.7
9,2018,Other Garments,162.6
9,2018,Clothing Maintenance,153.6
9,2018,Footwear,117
9,2018,Footwear,114.9
9,2018,Footwear Maintenance,170.9
9,2018,"Housing, Water, Energy, Gas and Other Fuels",210.6
9,2018,Real Rent,148.8
9,2018,Rent,148.8
9,2018,Apartment Maintenance,192.3
9,2018,Materials for Apartment Maintenance,173.4
9,2018,Apartment Maintenance Services,205
9,2018,Waterworks and Other Housing Services,248.2
9,2018,Water Supply,266.7
9,2018,Garbage Collection,184.6
9,2018,Waste Water Drainage,334.4
9,2018,"Energy, Gas and Other Fuels",215.5
9,2018,Hosehold Electric Energy,225.2
9,2018,Gas,167.2
9,2018,Solid Fuels,198.3
9,2018,Distric Heating,283.6
9,2018,Household Equipment and Maintenance,160.3
9,2018,"Furniture, Carpets and Other Rugs",130.9
9,2018,"Furniture, Lightning and Decorative Ornaments",124.6
9,2018,Carpets and Other Floor Rugs,156.1
9,2018,"Repair of Furniture, Lighting and Floor Coverings",140.7
9,2018,Textile for Household Use,145.3
9,2018,Household Appliances,154.6
9,2018,Big Household Appliances,142.4
9,2018,Small Electrical Appliances,136.9
9,2018,Household Appliances Maintenance,302.3
9,2018,Dishes and Cutlery,180
9,2018,Tools and Other Equipment for House and Garden,147.5
9,2018,Bigger House and Garden Tools and Equipment,131.9
9,2018,Small Tools and Accessories,155.8
9,2018,Funds and Services for Ongoing Maintenance of Dwelling,172.6
9,2018,Dwelling Maintenance Funds,168.9
9,2018,Dwelling Maintenance Services,200.2
9,2018,Health,173.2
9,2018,Medication and Medical Equipment,184.2
9,2018,Medication,189.4
9,2018,Other Medical Products,195.8
9,2018,Therapeutic Products and Equipment,95
9,2018,Non-hospital Health Services,153.4
9,2018,Medical Services,203.6
9,2018,Dentist Services,142.3
9,2018,Accompanying Medical Services,119.7
9,2018,Transport,178.8
9,2018,Procurement of Vehicles,137.2
9,2018,Cars,134.9
9,2018,Bycicles,212.5
9,2018,Vehicles Use and Maintenance,183.3
9,2018,Reserve Parts,150.2
9,2018,Fuels and Lubricants for Passenger Vehicles,192.1
9,2018,Maintenance of Passenger Vehicles,160.9
9,2018,Other Vehicle Related Services,167.7
9,2018,Transport Services,192.3
9,2018,Rail Passenger Transport,140
9,2018,Road Passenger Transport,198.5
9,2018,Plane Passenger Transport,136.8
9,2018,Communication,139.9
9,2018,Mail Services,168.7
9,2018,Telephone Equipment,165.6
9,2018,Telephone and Other Equipment,133.9
9,2018,Telephone Services,133.9
9,2018,Culture and Recreation,206.2
9,2018,"Audio-Video, Photographic and Computer Equipment",83.1
9,2018,"Sound and Picture Reciving, Capturing and Reproduction Equipment",75.7
9,2018,Photographic and Film Equipment,68.9
9,2018,Computer Equipment,94
9,2018,Sound and Picture Capturing Medium,82.3
9,2018,"Audio-Visual, Photographic and Computer Equipment Maintenance",219.3
9,2018,Grearer Lasting Goods for Culture and Recreation,87.4
9,2018,Musical Instruments,87.4
9,2018,"Other Recreational, Garden and Pet-related Equipment",189.7
9,2018,"Toys, Games and Hobbies",203.2
9,2018,Camping and Sport Equipment,136.4
9,2018,"Garden, Seedling and Flower",180.1
9,2018,Pets and Pet-related Means and Services,127.5
9,2018,Vet and Other Pet Services,133.4
9,2018,Cultural and Recreational Services,207.2
9,2018,Recreational Services,166.1
9,2018,Cultural Services,212.8
9,2018,"Newspaper, Books and Office Equipment",202.6
9,2018,Books,274.7
9,2018,Newspapers and Magazines,151.7
9,2018,Office Equipments,205.3
9,2018,Package Deals,357.6
9,2018,Education,158.8
9,2018,Highschool Education,140.9
9,2018,Higher Education,160.7
9,2018,Other Types of Education,168.8
9,2018,Restaurants and Hotels,181.8
9,2018,"Restaurants, Cafes and Canteens",182.7
9,2018,Restaurants and Cafes,182.7
9,2018,Accommodation Services,170.1
9,2018,Accommodation,176.6
9,2018,Other Personal Items and Other Services,175.9
9,2018,Personal Care,185.4
9,2018,Cosmetic and Hairdresser Services,165.6
9,2018,Personal Care Electrical Equipment,172.4
9,2018,Other Personal Care Items,194.1
9,2018,Personal Items,197.3
9,2018,Jewelry and Watches,299.6
9,2018,Other Personal Items,161.2
9,2018,Social Security,130.9
9,2018,Insurance,138.7
9,2018,Dwelling Insurance,136.8
9,2018,Vehicle Insurance,134.5
9,2018,Financial Services,182.3
9,2018,Other Financial Services,182.3
9,2018,Other Services,169.1
9,2019,Total,197
9,2019,Food and Non-alcoholic Drinks,200.9
9,2019,Food,202.9
9,2019,Bread and Cereal,207.3
9,2019,Meat,174.8
9,2019,Fish,223.8
9,2019,"Milk, Cheese and Eggs",209.8
9,2019,Oils and Fats,172.3
9,2019,Fruit,211.9
9,2019,Vegetables,236.7
9,2019,"Sugar, Jam, Honey and Chocolate",169.5
9,2019,Other Eatable Prducts,206.3
9,2019,Non-alcoholic Drinks,184.4
9,2019,"Coffee, Tea and Cocoa",234
9,2019,"Mineral Water, Non-alcoholic Drinks and Juices",154.6
9,2019,"Alcoholic Drinks, Tobacco and Narcotics",414.2
9,2019,Alcoholic Drinks,216.1
9,2019,Strong Alcoholic Drinks,205.6
9,2019,Wine,225.6
9,2019,Beer,209.1
9,2019,Tobacco,552.3
9,2019,Clothing and Footwear,123.4
9,2019,Clothing,129.3
9,2019,Clothing Material,132.2
9,2019,Garments,127.1
9,2019,Other Garments,165.7
9,2019,Clothing Maintenance,154.1
9,2019,Footwear,113.3
9,2019,Footwear,111
9,2019,Footwear Maintenance,174.6
9,2019,"Housing, Water, Energy, Gas and Other Fuels",213.7
9,2019,Real Rent,153
9,2019,Rent,153
9,2019,Apartment Maintenance,196.1
9,2019,Materials for Apartment Maintenance,174.2
9,2019,Apartment Maintenance Services,212.7
9,2019,Waterworks and Other Housing Services,250.6
9,2019,Water Supply,269.1
9,2019,Garbage Collection,185.7
9,2019,Waste Water Drainage,340.7
9,2019,"Energy, Gas and Other Fuels",218.4
9,2019,Hosehold Electric Energy,225.7
9,2019,Gas,168.7
9,2019,Solid Fuels,205.9
9,2019,Distric Heating,287
9,2019,Household Equipment and Maintenance,162.1
9,2019,"Furniture, Carpets and Other Rugs",132.6
9,2019,"Furniture, Lightning and Decorative Ornaments",126.6
9,2019,Carpets and Other Floor Rugs,158
9,2019,"Repair of Furniture, Lighting and Floor Coverings",137.3
9,2019,Textile for Household Use,139.9
9,2019,Household Appliances,155.4
9,2019,Big Household Appliances,143
9,2019,Small Electrical Appliances,136.9
9,2019,Household Appliances Maintenance,307.1
9,2019,Dishes and Cutlery,181.5
9,2019,Tools and Other Equipment for House and Garden,144.7
9,2019,Bigger House and Garden Tools and Equipment,129.4
9,2019,Small Tools and Accessories,152.9
9,2019,Funds and Services for Ongoing Maintenance of Dwelling,177.2
9,2019,Dwelling Maintenance Funds,173.3
9,2019,Dwelling Maintenance Services,206.5
9,2019,Health,176.7
9,2019,Medication and Medical Equipment,187.1
9,2019,Medication,192.7
9,2019,Other Medical Products,197.7
9,2019,Therapeutic Products and Equipment,95
9,2019,Non-hospital Health Services,158.2
9,2019,Medical Services,210.2
9,2019,Dentist Services,149
9,2019,Accompanying Medical Services,121.4
9,2019,Transport,177.4
9,2019,Procurement of Vehicles,133.9
9,2019,Cars,131.6
9,2019,Bycicles,210.4
9,2019,Vehicles Use and Maintenance,180.4
9,2019,Reserve Parts,150.3
9,2019,Fuels and Lubricants for Passenger Vehicles,185.9
9,2019,Maintenance of Passenger Vehicles,164.8
9,2019,Other Vehicle Related Services,181.3
9,2019,Transport Services,199.2
9,2019,Rail Passenger Transport,140
9,2019,Road Passenger Transport,207.5
9,2019,Plane Passenger Transport,136
9,2019,Communication,141.7
9,2019,Mail Services,201.3
9,2019,Telephone Equipment,175.6
9,2019,Telephone and Other Equipment,134
9,2019,Telephone Services,134
9,2019,Culture and Recreation,210
9,2019,"Audio-Video, Photographic and Computer Equipment",78.3
9,2019,"Sound and Picture Reciving, Capturing and Reproduction Equipment",67.6
9,2019,Photographic and Film Equipment,67.8
9,2019,Computer Equipment,92.9
9,2019,Sound and Picture Capturing Medium,68.8
9,2019,"Audio-Visual, Photographic and Computer Equipment Maintenance",232.6
9,2019,Grearer Lasting Goods for Culture and Recreation,88.3
9,2019,Musical Instruments,88.3
9,2019,"Other Recreational, Garden and Pet-related Equipment",190.9
9,2019,"Toys, Games and Hobbies",211.8
9,2019,Camping and Sport Equipment,132
9,2019,"Garden, Seedling and Flower",179.3
9,2019,Pets and Pet-related Means and Services,131.4
9,2019,Vet and Other Pet Services,135.8
9,2019,Cultural and Recreational Services,211
9,2019,Recreational Services,169
9,2019,Cultural Services,216.8
9,2019,"Newspaper, Books and Office Equipment",206.7
9,2019,Books,274.1
9,2019,Newspapers and Magazines,161
9,2019,Office Equipments,210.3
9,2019,Package Deals,405.8
9,2019,Education,159.3
9,2019,Highschool Education,140.9
9,2019,Higher Education,160.9
9,2019,Other Types of Education,171.3
9,2019,Restaurants and Hotels,185.3
9,2019,"Restaurants, Cafes and Canteens",186.8
9,2019,Restaurants and Cafes,186.9
9,2019,Accommodation Services,171.2
9,2019,Accommodation,179.6
9,2019,Other Personal Items and Other Services,178.1
9,2019,Personal Care,189.6
9,2019,Cosmetic and Hairdresser Services,169.3
9,2019,Personal Care Electrical Equipment,172.5
9,2019,Other Personal Care Items,198.7
9,2019,Personal Items,196
9,2019,Jewelry and Watches,305
9,2019,Other Personal Items,159
9,2019,Social Security,131.5
9,2019,Insurance,138.3
9,2019,Dwelling Insurance,136.8
9,2019,Vehicle Insurance,134.2
9,2019,Financial Services,186.1
9,2019,Other Financial Services,186.1
9,2019,Other Services,170.2
10,2007,Total,110.1
10,2007,Food and Non-alcoholic Drinks,113.8
10,2007,Food,114.6
10,2007,Bread and Cereal,121.7
10,2007,Meat,107.3
10,2007,Fish,101.3
10,2007,"Milk, Cheese and Eggs",122.1
10,2007,Oils and Fats,107
10,2007,Fruit,106.8
10,2007,Vegetables,128.1
10,2007,"Sugar, Jam, Honey and Chocolate",102.7
10,2007,Other Eatable Prducts,104.8
10,2007,Non-alcoholic Drinks,107
10,2007,"Coffee, Tea and Cocoa",110
10,2007,"Mineral Water, Non-alcoholic Drinks and Juices",104.9
10,2007,"Alcoholic Drinks, Tobacco and Narcotics",125.7
10,2007,Alcoholic Drinks,110.3
10,2007,Strong Alcoholic Drinks,107.4
10,2007,Wine,109.9
10,2007,Beer,111.2
10,2007,Tobacco,130.6
10,2007,Clothing and Footwear,105.6
10,2007,Clothing,104
10,2007,Clothing Material,101.7
10,2007,Garments,104
10,2007,Other Garments,110.4
10,2007,Clothing Maintenance,104.4
10,2007,Footwear,108.1
10,2007,Footwear,108.2
10,2007,Footwear Maintenance,102.7
10,2007,"Housing, Water, Energy, Gas and Other Fuels",108.8
10,2007,Real Rent,91.7
10,2007,Rent,91.7
10,2007,Apartment Maintenance,104.4
10,2007,Materials for Apartment Maintenance,105.6
10,2007,Apartment Maintenance Services,103.2
10,2007,Waterworks and Other Housing Services,107.3
10,2007,Water Supply,107.3
10,2007,Garbage Collection,107
10,2007,Waste Water Drainage,107.4
10,2007,"Energy, Gas and Other Fuels",111.1
10,2007,Hosehold Electric Energy,118.1
10,2007,Gas,105
10,2007,Liquid Fuels,101.8
10,2007,Solid Fuels,100.8
10,2007,Distric Heating,117.3
10,2007,Household Equipment and Maintenance,105.8
10,2007,"Furniture, Carpets and Other Rugs",100.7
10,2007,"Furniture, Lightning and Decorative Ornaments",99.7
10,2007,Carpets and Other Floor Rugs,106
10,2007,Textile for Household Use,103.1
10,2007,Household Appliances,97.8
10,2007,Big Household Appliances,96.9
10,2007,Small Electrical Appliances,99.3
10,2007,Household Appliances Maintenance,104.7
10,2007,Dishes and Cutlery,104.3
10,2007,Tools and Other Equipment for House and Garden,97.9
10,2007,Bigger House and Garden Tools and Equipment,93.9
10,2007,Small Tools and Accessories,101.9
10,2007,Funds and Services for Ongoing Maintenance of Dwelling,112.7
10,2007,Dwelling Maintenance Funds,112.9
10,2007,Dwelling Maintenance Services,101.9
10,2007,Health,109.2
10,2007,Medication and Medical Equipment,112.6
10,2007,Medication,112.7
10,2007,Other Medical Products,108.7
10,2007,Non-hospital Health Services,102.3
10,2007,Medical Services,106
10,2007,Dentist Services,104.5
10,2007,Accompanying Medical Services,94.9
10,2007,Transport,103.5
10,2007,Procurement of Vehicles,96.9
10,2007,Cars,96.7
10,2007,Bycicles,104.4
10,2007,Vehicles Use and Maintenance,104.1
10,2007,Reserve Parts,104.7
10,2007,Fuels and Lubricants for Passenger Vehicles,103
10,2007,Maintenance of Passenger Vehicles,107.1
10,2007,Other Vehicle Related Services,105.4
10,2007,Transport Services,106.3
10,2007,Rail Passenger Transport,100
10,2007,Road Passenger Transport,107.1
10,2007,Plane Passenger Transport,100
10,2007,Communication,98.8
10,2007,Mail Services,118.7
10,2007,Telephone Equipment,115.6
10,2007,Telephone and Other Equipment,98.4
10,2007,Telephone Services,101.2
10,2007,Culture and Recreation,109.5
10,2007,"Audio-Video, Photographic and Computer Equipment",95.8
10,2007,"Sound and Picture Reciving, Capturing and Reproduction Equipment",94.7
10,2007,Photographic and Film Equipment,95.3
10,2007,Computer Equipment,
10,2007,Sound and Picture Capturing Medium,97.9
10,2007,"Audio-Visual, Photographic and Computer Equipment Maintenance",107
10,2007,Grearer Lasting Goods for Culture and Recreation,79.6
10,2007,Musical Instruments,79.6
10,2007,"Other Recreational, Garden and Pet-related Equipment",108.2
10,2007,"Toys, Games and Hobbies",108.9
10,2007,"Garden, Seedling and Flower",107.3
10,2007,Pets and Pet-related Means and Services,
10,2007,Vet and Other Pet Services,
10,2007,Cultural and Recreational Services,113.7
10,2007,Recreational Services,101.5
10,2007,Cultural Services,114.9
10,2007,"Newspaper, Books and Office Equipment",112.5
10,2007,Books,131.9
10,2007,Newspapers and Magazines,99.4
10,2007,Office Equipments,104.5
10,2007,Education,110.1
10,2007,Highschool Education,112.6
10,2007,Higher Education,111.5
10,2007,Other Types of Education,102.8
10,2007,Restaurants and Hotels,108.1
10,2007,"Restaurants, Cafes and Canteens",109.8
10,2007,Restaurants and Cafes,109.8
10,2007,Accommodation Services,100.6
10,2007,Accommodation,100.6
10,2007,Other Personal Items and Other Services,108
10,2007,Personal Care,106.4
10,2007,Cosmetic and Hairdresser Services,104
10,2007,Personal Care Electrical Equipment,95.7
10,2007,Other Personal Care Items,107.5
10,2007,Personal Items,108.5
10,2007,Jewelry and Watches,105.7
10,2007,Other Personal Items,110.2
10,2007,Social Security,131.7
10,2007,Insurance,104.1
10,2007,Dwelling Insurance,105.2
10,2007,Vehicle Insurance,103.6
10,2007,Financial Services,118.1
10,2007,Other Financial Services,118.1
10,2007,Other Services,105.2
10,2008,Total,123.7
10,2008,Food and Non-alcoholic Drinks,137.6
10,2008,Food,140.5
10,2008,Bread and Cereal,152.1
10,2008,Meat,132.6
10,2008,Fish,112.6
10,2008,"Milk, Cheese and Eggs",148.3
10,2008,Oils and Fats,138.7
10,2008,Fruit,123.7
10,2008,Vegetables,168.4
10,2008,"Sugar, Jam, Honey and Chocolate",110.2
10,2008,Other Eatable Prducts,117.3
10,2008,Non-alcoholic Drinks,112.5
10,2008,"Coffee, Tea and Cocoa",120.3
10,2008,"Mineral Water, Non-alcoholic Drinks and Juices",106.8
10,2008,"Alcoholic Drinks, Tobacco and Narcotics",144.5
10,2008,Alcoholic Drinks,126.4
10,2008,Strong Alcoholic Drinks,118.1
10,2008,Wine,124.5
10,2008,Beer,129.5
10,2008,Tobacco,150.1
10,2008,Clothing and Footwear,111.9
10,2008,Clothing,112.8
10,2008,Clothing Material,103.7
10,2008,Garments,113
10,2008,Other Garments,111.4
10,2008,Clothing Maintenance,112
10,2008,Footwear,110.6
10,2008,Footwear,110.7
10,2008,Footwear Maintenance,107.2
10,2008,"Housing, Water, Energy, Gas and Other Fuels",120.5
10,2008,Real Rent,97.3
10,2008,Rent,97.3
10,2008,Apartment Maintenance,107.7
10,2008,Materials for Apartment Maintenance,110.7
10,2008,Apartment Maintenance Services,104.5
10,2008,Waterworks and Other Housing Services,114.6
10,2008,Water Supply,114.8
10,2008,Garbage Collection,114.1
10,2008,Waste Water Drainage,115.1
10,2008,"Energy, Gas and Other Fuels",125
10,2008,Hosehold Electric Energy,132.9
10,2008,Gas,147.1
10,2008,Liquid Fuels,115.8
10,2008,Solid Fuels,112.4
10,2008,Distric Heating,125
10,2008,Household Equipment and Maintenance,105.9
10,2008,"Furniture, Carpets and Other Rugs",104.6
10,2008,"Furniture, Lightning and Decorative Ornaments",103
10,2008,Carpets and Other Floor Rugs,112.5
10,2008,Textile for Household Use,103.7
10,2008,Household Appliances,99.6
10,2008,Big Household Appliances,98.7
10,2008,Small Electrical Appliances,99.5
10,2008,Household Appliances Maintenance,107.1
10,2008,Dishes and Cutlery,109.6
10,2008,Tools and Other Equipment for House and Garden,100.5
10,2008,Bigger House and Garden Tools and Equipment,97.5
10,2008,Small Tools and Accessories,103.7
10,2008,Funds and Services for Ongoing Maintenance of Dwelling,109.9
10,2008,Dwelling Maintenance Funds,109.9
10,2008,Dwelling Maintenance Services,108.3
10,2008,Health,109.2
10,2008,Medication and Medical Equipment,109.7
10,2008,Medication,109.6
10,2008,Other Medical Products,115.4
10,2008,Non-hospital Health Services,107.4
10,2008,Medical Services,113.5
10,2008,Dentist Services,110.2
10,2008,Accompanying Medical Services,96
10,2008,Transport,113.5
10,2008,Procurement of Vehicles,102
10,2008,Cars,101.9
10,2008,Bycicles,109.3
10,2008,Vehicles Use and Maintenance,114.2
10,2008,Reserve Parts,112
10,2008,Fuels and Lubricants for Passenger Vehicles,115.2
10,2008,Maintenance of Passenger Vehicles,113.4
10,2008,Other Vehicle Related Services,113.9
10,2008,Transport Services,119.6
10,2008,Rail Passenger Transport,120
10,2008,Road Passenger Transport,121
10,2008,Plane Passenger Transport,100
10,2008,Communication,98.7
10,2008,Mail Services,118.7
10,2008,Telephone Equipment,103.5
10,2008,Telephone and Other Equipment,98.4
10,2008,Telephone Services,101.2
10,2008,Culture and Recreation,118.2
10,2008,"Audio-Video, Photographic and Computer Equipment",89
10,2008,"Sound and Picture Reciving, Capturing and Reproduction Equipment",88.5
10,2008,Photographic and Film Equipment,75.2
10,2008,Computer Equipment,
10,2008,Sound and Picture Capturing Medium,96.3
10,2008,"Audio-Visual, Photographic and Computer Equipment Maintenance",106.7
10,2008,Grearer Lasting Goods for Culture and Recreation,78.1
10,2008,Musical Instruments,78.1
10,2008,"Other Recreational, Garden and Pet-related Equipment",118.2
10,2008,"Toys, Games and Hobbies",117
10,2008,"Garden, Seedling and Flower",118.6
10,2008,Pets and Pet-related Means and Services,
10,2008,Vet and Other Pet Services,
10,2008,Cultural and Recreational Services,124.4
10,2008,Recreational Services,105
10,2008,Cultural Services,125.6
10,2008,"Newspaper, Books and Office Equipment",119.4
10,2008,Books,142.5
10,2008,Newspapers and Magazines,132.2
10,2008,Office Equipments,113.5
10,2008,Education,118.4
10,2008,Highschool Education,118.6
10,2008,Higher Education,122.5
10,2008,Higher Education,122.3
10,2008,Other Types of Education,106.3
10,2008,Other Types of Education,106.8
10,2008,Restaurants and Hotels,116.4
10,2008,"Restaurants, Cafes and Canteens",118.7
10,2008,Restaurants and Cafes,119
10,2008,Accommodation Services,105
10,2008,Accommodation,100.8
10,2008,Other Personal Items and Other Services,113.9
10,2008,Personal Care,112.3
10,2008,Cosmetic and Hairdresser Services,107.1
10,2008,Personal Care Electrical Equipment,88.3
10,2008,Other Personal Care Items,114.5
10,2008,Personal Items,115.7
10,2008,Jewelry and Watches,119.5
10,2008,Other Personal Items,115.6
10,2008,Social Security,143
10,2008,Social Security,143.4
10,2008,Insurance,106.4
10,2008,Dwelling Insurance,122.5
10,2008,Vehicle Insurance,98.9
10,2008,Financial Services,125.4
10,2008,Other Financial Services,129.1
10,2008,Other Services,108.2
10,2009,Total,130.1
10,2009,Food and Non-alcoholic Drinks,137.1
10,2009,Food,138.5
10,2009,Bread and Cereal,148.3
10,2009,Meat,135.2
10,2009,Fish,128.6
10,2009,"Milk, Cheese and Eggs",140.6
10,2009,Oils and Fats,124.6
10,2009,Fruit,118.6
10,2009,Vegetables,151.6
10,2009,"Sugar, Jam, Honey and Chocolate",119.8
10,2009,Other Eatable Prducts,133.1
10,2009,Non-alcoholic Drinks,124.8
10,2009,"Coffee, Tea and Cocoa",139.1
10,2009,"Mineral Water, Non-alcoholic Drinks and Juices",114.7
10,2009,"Alcoholic Drinks, Tobacco and Narcotics",167.3
10,2009,Alcoholic Drinks,149.6
10,2009,Strong Alcoholic Drinks,140.9
10,2009,Wine,151.5
10,2009,Beer,151.7
10,2009,Tobacco,172.7
10,2009,Clothing and Footwear,119.9
10,2009,Clothing,122.1
10,2009,Clothing Material,107.4
10,2009,Garments,122.7
10,2009,Other Garments,106.7
10,2009,Clothing Maintenance,114.2
10,2009,Footwear,116.4
10,2009,Footwear,116.5
10,2009,Footwear Maintenance,109.7
10,2009,"Housing, Water, Energy, Gas and Other Fuels",130
10,2009,Real Rent,110.5
10,2009,Rent,110.5
10,2009,Apartment Maintenance,118.5
10,2009,Materials for Apartment Maintenance,120.4
10,2009,Apartment Maintenance Services,116.6
10,2009,Waterworks and Other Housing Services,133.9
10,2009,Water Supply,138.7
10,2009,Garbage Collection,118.9
10,2009,Waste Water Drainage,139.3
10,2009,"Energy, Gas and Other Fuels",132.5
10,2009,Hosehold Electric Energy,132.9
10,2009,Gas,152.8
10,2009,Liquid Fuels,105.4
10,2009,Solid Fuels,123.2
10,2009,Distric Heating,165.6
10,2009,Household Equipment and Maintenance,113.7
10,2009,"Furniture, Carpets and Other Rugs",113.4
10,2009,"Furniture, Lightning and Decorative Ornaments",111.1
10,2009,Carpets and Other Floor Rugs,124.4
10,2009,Textile for Household Use,107.3
10,2009,Household Appliances,104.9
10,2009,Big Household Appliances,104.2
10,2009,Small Electrical Appliances,103
10,2009,Household Appliances Maintenance,111.1
10,2009,Dishes and Cutlery,115.2
10,2009,Tools and Other Equipment for House and Garden,105.6
10,2009,Bigger House and Garden Tools and Equipment,101.8
10,2009,Small Tools and Accessories,109.3
10,2009,Funds and Services for Ongoing Maintenance of Dwelling,119.7
10,2009,Dwelling Maintenance Funds,119.8
10,2009,Dwelling Maintenance Services,113.1
10,2009,Health,123.6
10,2009,Medication and Medical Equipment,128.2
10,2009,Medication,128.4
10,2009,Other Medical Products,127
10,2009,Non-hospital Health Services,114.3
10,2009,Medical Services,124.1
10,2009,Dentist Services,116.8
10,2009,Accompanying Medical Services,98.9
10,2009,Transport,122.8
10,2009,Procurement of Vehicles,104
10,2009,Cars,103.6
10,2009,Bycicles,127.4
10,2009,Vehicles Use and Maintenance,124.5
10,2009,Reserve Parts,124.1
10,2009,Fuels and Lubricants for Passenger Vehicles,122.7
10,2009,Maintenance of Passenger Vehicles,123.7
10,2009,Other Vehicle Related Services,120.7
10,2009,Transport Services,135.7
10,2009,Rail Passenger Transport,120
10,2009,Road Passenger Transport,137.8
10,2009,Plane Passenger Transport,107.8
10,2009,Communication,109.6
10,2009,Mail Services,128.6
10,2009,Telephone Equipment,104.7
10,2009,Telephone and Other Equipment,109.5
10,2009,Telephone Services,111.7
10,2009,Culture and Recreation,126.6
10,2009,"Audio-Video, Photographic and Computer Equipment",85.3
10,2009,"Sound and Picture Reciving, Capturing and Reproduction Equipment",85.1
10,2009,Photographic and Film Equipment,67.1
10,2009,Computer Equipment,
10,2009,Sound and Picture Capturing Medium,94.1
10,2009,"Audio-Visual, Photographic and Computer Equipment Maintenance",109.8
10,2009,Grearer Lasting Goods for Culture and Recreation,82.3
10,2009,Musical Instruments,82.3
10,2009,"Other Recreational, Garden and Pet-related Equipment",135.4
10,2009,"Toys, Games and Hobbies",153.8
10,2009,"Garden, Seedling and Flower",116.5
10,2009,Pets and Pet-related Means and Services,
10,2009,Vet and Other Pet Services,
10,2009,Cultural and Recreational Services,137.8
10,2009,Recreational Services,110.4
10,2009,Cultural Services,141.4
10,2009,"Newspaper, Books and Office Equipment",135.9
10,2009,Books,165.8
10,2009,Newspapers and Magazines,114.7
10,2009,Office Equipments,125.1
10,2009,Education,122.2
10,2009,Highschool Education,130.4
10,2009,Higher Education,123.4
10,2009,Other Types of Education,109.7
10,2009,Restaurants and Hotels,123.5
10,2009,"Restaurants, Cafes and Canteens",125.5
10,2009,Restaurants and Cafes,125.5
10,2009,Accommodation Services,118.3
10,2009,Accommodation,116
10,2009,Other Personal Items and Other Services,120.6
10,2009,Personal Care,119.3
10,2009,Cosmetic and Hairdresser Services,113.3
10,2009,Personal Care Electrical Equipment,94.9
