Use,Year,EnergySources,Amount
Returned from Petrochemistry,2016,LPG (t),0.0
Returned from Petrochemistry,2016,Oil (t),0.0
Returned from Petrochemistry,2016,Unleaded Motor Gasoline (t),0.0
Returned from Petrochemistry,2016,Lead Gasoline (t),-97776.0
Returned from Petrochemistry,2016,Plane Gasoline (t),0.0
Returned from Petrochemistry,2016,Kerosene Type Jet Engine Fuel (t),0.0
Returned from Petrochemistry,2016,Other Kerosene (t),0.0
Returned from Petrochemistry,2016,Diesel (t),0.0
Returned from Petrochemistry,2016,Fuel Oil and Other Gas Oils (t),0.0
Returned from Petrochemistry,2016,Mazut S≥1% (t),0.0
Returned from Petrochemistry,2016,Mazut S<1% (t),0.0
Returned from Petrochemistry,2016,Special Gasoline (t),0.0
Returned from Petrochemistry,2016,Lubricants (t),0.0
Returned from Petrochemistry,2016,Bitumen (t),0.0
Returned from Petrochemistry,2016,Paraffin wax (t),0.0
Returned from Petrochemistry,2016,Petroleum Coke (t),0.0
Returned from Petrochemistry,2016,Other Petroleum Products (t),0.0
Returned from Petrochemistry,2016,Natural Gas (thousands of m3),0.0
Returned from Petrochemistry,2016,Firewood (t),0.0
Returned from Petrochemistry,2016,Wood Residue and Wood Chips (t),0.0
Returned from Petrochemistry,2016,Wood Briquettes (t),0.0
Returned from Petrochemistry,2016,Wood Pellets (t),0.0
Returned from Petrochemistry,2016,Charcoal (t),0.0
Returned from Petrochemistry,2016,Biogas (thousands of m3),0.0
Own Consumption in Energy Sector,2016,Total Electrical Energy (GWh),5010.0
Own Consumption in Energy Sector,2016,Anthracite (t),0.0
Own Consumption in Energy Sector,2016,Other Bituminous Coal (t),0.0
Own Consumption in Energy Sector,2016,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Own Consumption in Energy Sector,2016,Coal Briquette (t),0.0
Own Consumption in Energy Sector,2016,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Own Consumption in Energy Sector,2016,Coal Tar (t),0.0
Own Consumption in Energy Sector,2016,Coke (t),0.0
Own Consumption in Energy Sector,2016,Blast Furnace Gas (thousands of m3),0.0
Own Consumption in Energy Sector,2016,Crude Oil (t),0.0
Own Consumption in Energy Sector,2016,Natural Gas Liquids (t),0.0
Own Consumption in Energy Sector,2016,Refined Raw Material (t),0.0
Own Consumption in Energy Sector,2016,Additives (t),0.0
Own Consumption in Energy Sector,2016,Other Hydrocarbons (t),0.0
Own Consumption in Energy Sector,2016,Refinery Gas (t),64794.0
Own Consumption in Energy Sector,2016,LPG (t),339.0
Own Consumption in Energy Sector,2016,Oil (t),0.0
Own Consumption in Energy Sector,2016,Unleaded Motor Gasoline (t),0.0
Own Consumption in Energy Sector,2016,Lead Gasoline (t),0.0
Own Consumption in Energy Sector,2016,Plane Gasoline (t),0.0
Own Consumption in Energy Sector,2016,Kerosene Type Jet Engine Fuel (t),0.0
Own Consumption in Energy Sector,2016,Other Kerosene (t),0.0
Own Consumption in Energy Sector,2016,Diesel (t),0.0
Own Consumption in Energy Sector,2016,Fuel Oil and Other Gas Oils (t),3079.0
Own Consumption in Energy Sector,2016,Mazut S≥1% (t),64051.0
Own Consumption in Energy Sector,2016,Mazut S<1% (t),0.0
Own Consumption in Energy Sector,2016,Special Gasoline (t),0.0
Own Consumption in Energy Sector,2016,Lubricants (t),0.0
Own Consumption in Energy Sector,2016,Bitumen (t),0.0
Own Consumption in Energy Sector,2016,Paraffin wax (t),0.0
Own Consumption in Energy Sector,2016,Petroleum Coke (t),13154.0
Own Consumption in Energy Sector,2016,Other Petroleum Products (t),10167.0
Own Consumption in Energy Sector,2016,Natural Gas (thousands of m3),180986.0
Own Consumption in Energy Sector,2016,Firewood (t),0.0
Own Consumption in Energy Sector,2016,Wood Residue and Wood Chips (t),0.0
Own Consumption in Energy Sector,2016,Wood Briquettes (t),0.0
Own Consumption in Energy Sector,2016,Wood Pellets (t),0.0
Own Consumption in Energy Sector,2016,Charcoal (t),0.0
Own Consumption in Energy Sector,2016,Biogas (thousands of m3),0.0
Losses,2016,Total Electrical Energy (GWh),4808.0
Losses,2016,Anthracite (t),0.0
Losses,2016,Other Bituminous Coal (t),504.0
Losses,2016,"Sub-bituminous Coal, Brown Coal and Lignite (t)",778.0
Losses,2016,Coal Briquette (t),0.0
Losses,2016,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",323.0
Losses,2016,Coal Tar (t),0.0
Losses,2016,Coke (t),5.0
Losses,2016,Blast Furnace Gas (thousands of m3),525744.0
Losses,2016,Crude Oil (t),20813.0
Losses,2016,Natural Gas Liquids (t),412.0
Losses,2016,Refined Raw Material (t),0.0
Losses,2016,Additives (t),0.0
Losses,2016,Other Hydrocarbons (t),0.0
Losses,2016,Refinery Gas (t),0.0
Losses,2016,LPG (t),0.0
Losses,2016,Oil (t),0.0
Losses,2016,Unleaded Motor Gasoline (t),0.0
Losses,2016,Lead Gasoline (t),0.0
Losses,2016,Plane Gasoline (t),0.0
Losses,2016,Kerosene Type Jet Engine Fuel (t),0.0
Losses,2016,Other Kerosene (t),0.0
Losses,2016,Diesel (t),0.0
Losses,2016,Fuel Oil and Other Gas Oils (t),0.0
Losses,2016,Mazut S≥1% (t),0.0
Losses,2016,Mazut S<1% (t),0.0
Losses,2016,Special Gasoline (t),0.0
Losses,2016,Lubricants (t),0.0
Losses,2016,Bitumen (t),0.0
Losses,2016,Paraffin wax (t),0.0
Losses,2016,Petroleum Coke (t),0.0
Losses,2016,Other Petroleum Products (t),0.0
Losses,2016,Natural Gas (thousands of m3),22544.0
Losses,2016,Firewood (t),903.0
Losses,2016,Wood Residue and Wood Chips (t),0.0
Losses,2016,Wood Briquettes (t),206.0
Losses,2016,Wood Pellets (t),63.0
Losses,2016,Charcoal (t),3.0
Losses,2016,Biogas (thousands of m3),0.0
Energy Available for Final Consumption,2016,Total Electrical Energy (GWh),27602.0
Energy Available for Final Consumption,2016,Anthracite (t),9790.0
Energy Available for Final Consumption,2016,Other Bituminous Coal (t),103884.0
Energy Available for Final Consumption,2016,"Sub-bituminous Coal, Brown Coal and Lignite (t)",972985.0
Energy Available for Final Consumption,2016,Coal Briquette (t),28.0
Energy Available for Final Consumption,2016,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",408463.0
Energy Available for Final Consumption,2016,Coal Tar (t),7.0
Energy Available for Final Consumption,2016,Coke (t),87011.0
Energy Available for Final Consumption,2016,Blast Furnace Gas (thousands of m3),808550.0
Energy Available for Final Consumption,2016,Crude Oil (t),0.0
Energy Available for Final Consumption,2016,Natural Gas Liquids (t),0.0
Energy Available for Final Consumption,2016,Refined Raw Material (t),0.0
Energy Available for Final Consumption,2016,Additives (t),0.0
Energy Available for Final Consumption,2016,Other Hydrocarbons (t),0.0
Energy Available for Final Consumption,2016,Refinery Gas (t),0.0
Energy Available for Final Consumption,2016,LPG (t),281713.0
Energy Available for Final Consumption,2016,Oil (t),305605.0
Energy Available for Final Consumption,2016,Unleaded Motor Gasoline (t),415720.0
Energy Available for Final Consumption,2016,Lead Gasoline (t),0.0
Energy Available for Final Consumption,2016,Plane Gasoline (t),569.0
Energy Available for Final Consumption,2016,Kerosene Type Jet Engine Fuel (t),113791.0
Energy Available for Final Consumption,2016,Other Kerosene (t),0.0
Energy Available for Final Consumption,2016,Diesel (t),1461231.0
Energy Available for Final Consumption,2016,Fuel Oil and Other Gas Oils (t),135238.0
Energy Available for Final Consumption,2016,Mazut S≥1% (t),59261.0
Energy Available for Final Consumption,2016,Mazut S<1% (t),81513.0
Energy Available for Final Consumption,2016,Special Gasoline (t),13204.0
Energy Available for Final Consumption,2016,Lubricants (t),106986.0
Energy Available for Final Consumption,2016,Bitumen (t),132690.0
Energy Available for Final Consumption,2016,Paraffin wax (t),3361.0
Energy Available for Final Consumption,2016,Petroleum Coke (t),122126.0
Energy Available for Final Consumption,2016,Other Petroleum Products (t),19792.0
Energy Available for Final Consumption,2016,Natural Gas (thousands of m3),1284891.0
Energy Available for Final Consumption,2016,Firewood (t),2512138.0
Energy Available for Final Consumption,2016,Wood Residue and Wood Chips (t),0.0
Energy Available for Final Consumption,2016,Wood Briquettes (t),14579.0
Energy Available for Final Consumption,2016,Wood Pellets (t),56779.0
Energy Available for Final Consumption,2016,Charcoal (t),2186.0
Energy Available for Final Consumption,2016,Biogas (thousands of m3),4680.0
Final Consumption for Non-energy Purposes,2016,Total Electrical Energy (GWh),0.0
Final Consumption for Non-energy Purposes,2016,Anthracite (t),169.0
Final Consumption for Non-energy Purposes,2016,Other Bituminous Coal (t),65.0
Final Consumption for Non-energy Purposes,2016,"Sub-bituminous Coal, Brown Coal and Lignite (t)",10270.0
Final Consumption for Non-energy Purposes,2016,Coal Briquette (t),0.0
Final Consumption for Non-energy Purposes,2016,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Final Consumption for Non-energy Purposes,2016,Coal Tar (t),7.0
Final Consumption for Non-energy Purposes,2016,Coke (t),429.0
Final Consumption for Non-energy Purposes,2016,Blast Furnace Gas (thousands of m3),0.0
Final Consumption for Non-energy Purposes,2016,Crude Oil (t),0.0
Final Consumption for Non-energy Purposes,2016,Natural Gas Liquids (t),0.0
Final Consumption for Non-energy Purposes,2016,Refined Raw Material (t),0.0
Final Consumption for Non-energy Purposes,2016,Additives (t),0.0
Final Consumption for Non-energy Purposes,2016,Other Hydrocarbons (t),0.0
Final Consumption for Non-energy Purposes,2016,Refinery Gas (t),0.0
Final Consumption for Non-energy Purposes,2016,LPG (t),35279.0
Final Consumption for Non-energy Purposes,2016,Oil (t),305605.0
Final Consumption for Non-energy Purposes,2016,Unleaded Motor Gasoline (t),29.0
Final Consumption for Non-energy Purposes,2016,Lead Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2016,Plane Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2016,Kerosene Type Jet Engine Fuel (t),0.0
Final Consumption for Non-energy Purposes,2016,Other Kerosene (t),0.0
Final Consumption for Non-energy Purposes,2016,Diesel (t),0.0
Final Consumption for Non-energy Purposes,2016,Fuel Oil and Other Gas Oils (t),0.0
Final Consumption for Non-energy Purposes,2016,Mazut S≥1% (t),0.0
Final Consumption for Non-energy Purposes,2016,Mazut S<1% (t),0.0
Final Consumption for Non-energy Purposes,2016,Special Gasoline (t),13204.0
Final Consumption for Non-energy Purposes,2016,Lubricants (t),106986.0
Final Consumption for Non-energy Purposes,2016,Bitumen (t),132690.0
Final Consumption for Non-energy Purposes,2016,Paraffin wax (t),3361.0
Final Consumption for Non-energy Purposes,2016,Petroleum Coke (t),1139.0
Final Consumption for Non-energy Purposes,2016,Other Petroleum Products (t),0.0
Final Consumption for Non-energy Purposes,2016,Natural Gas (thousands of m3),292077.0
Final Consumption for Non-energy Purposes,2016,Firewood (t),0.0
Final Consumption for Non-energy Purposes,2016,Wood Residue and Wood Chips (t),0.0
Final Consumption for Non-energy Purposes,2016,Wood Briquettes (t),0.0
Final Consumption for Non-energy Purposes,2016,Wood Pellets (t),0.0
Final Consumption for Non-energy Purposes,2016,Charcoal (t),0.0
Final Consumption for Non-energy Purposes,2016,Biogas (thousands of m3),0.0
Primary Energy Production,2017,Total Electrical Energy (GWh),0.0
Primary Energy Production,2017,Anthracite (t),0.0
Primary Energy Production,2017,Other Bituminous Coal (t),0.0
Primary Energy Production,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",39805959.0
Primary Energy Production,2017,Coal Briquette (t),0.0
Primary Energy Production,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Primary Energy Production,2017,Coal Tar (t),0.0
Primary Energy Production,2017,Coke (t),0.0
Primary Energy Production,2017,Blast Furnace Gas (thousands of m3),0.0
Primary Energy Production,2017,Crude Oil (t),888932.0
Primary Energy Production,2017,Natural Gas Liquids (t),35419.0
Primary Energy Production,2017,Refined Raw Material (t),0.0
Primary Energy Production,2017,Additives (t),0.0
Primary Energy Production,2017,Other Hydrocarbons (t),0.0
Primary Energy Production,2017,Refinery Gas (t),0.0
Primary Energy Production,2017,LPG (t),0.0
Primary Energy Production,2017,Oil (t),0.0
Primary Energy Production,2017,Unleaded Motor Gasoline (t),0.0
Primary Energy Production,2017,Lead Gasoline (t),0.0
Primary Energy Production,2017,Plane Gasoline (t),0.0
Primary Energy Production,2017,Kerosene Type Jet Engine Fuel (t),0.0
Primary Energy Production,2017,Other Kerosene (t),0.0
Primary Energy Production,2017,Diesel (t),0.0
Primary Energy Production,2017,Fuel Oil and Other Gas Oils (t),0.0
Primary Energy Production,2017,Mazut S≥1% (t),0.0
Primary Energy Production,2017,Mazut S<1% (t),0.0
Primary Energy Production,2017,Special Gasoline (t),0.0
Primary Energy Production,2017,Lubricants (t),0.0
Primary Energy Production,2017,Bitumen (t),0.0
Primary Energy Production,2017,Paraffin wax (t),0.0
Primary Energy Production,2017,Petroleum Coke (t),0.0
Primary Energy Production,2017,Other Petroleum Products (t),0.0
Primary Energy Production,2017,Natural Gas (thousands of m3),489085.0
Primary Energy Production,2017,Firewood (t),2497286.0
Primary Energy Production,2017,Wood Residue and Wood Chips (t),284079.0
Primary Energy Production,2017,Wood Briquettes (t),0.0
Primary Energy Production,2017,Wood Pellets (t),0.0
Primary Energy Production,2017,Charcoal (t),0.0
Primary Energy Production,2017,Biogas (thousands of m3),34045.0
Import,2017,Total Electrical Energy (GWh),6549.189
Import,2017,Anthracite (t),22628.0
Import,2017,Other Bituminous Coal (t),128034.0
Import,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",488182.0
Import,2017,Coal Briquette (t),0.0
Import,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",4883.0
Import,2017,Coal Tar (t),3.0
Import,2017,Coke (t),718650.0
Import,2017,Blast Furnace Gas (thousands of m3),0.0
Import,2017,Crude Oil (t),2446630.0
Import,2017,Natural Gas Liquids (t),39827.0
Import,2017,Refined Raw Material (t),55734.0
Import,2017,Additives (t),8493.0
Import,2017,Other Hydrocarbons (t),0.0
Import,2017,Refinery Gas (t),0.0
Import,2017,LPG (t),143933.0
Import,2017,Oil (t),42059.0
Import,2017,Unleaded Motor Gasoline (t),78457.0
Import,2017,Lead Gasoline (t),0.0
Import,2017,Plane Gasoline (t),543.0
Import,2017,Kerosene Type Jet Engine Fuel (t),20.0
Import,2017,Other Kerosene (t),0.0
Import,2017,Diesel (t),526685.0
Import,2017,Fuel Oil and Other Gas Oils (t),122.0
Import,2017,Mazut S≥1% (t),0.0
Import,2017,Mazut S<1% (t),9071.0
Import,2017,Special Gasoline (t),13920.0
Import,2017,Lubricants (t),65496.0
Import,2017,Bitumen (t),12176.0
Import,2017,Paraffin wax (t),4051.0
Import,2017,Petroleum Coke (t),132874.0
Import,2017,Other Petroleum Products (t),1732.0
Import,2017,Natural Gas (thousands of m3),2182632.0
Import,2017,Firewood (t),6936.0
Import,2017,Wood Residue and Wood Chips (t),0.0
Import,2017,Wood Briquettes (t),10376.0
Import,2017,Wood Pellets (t),68228.0
Import,2017,Charcoal (t),411.0
Import,2017,Biogas (thousands of m3),0.0
Export,2017,Total Electrical Energy (GWh),5724.139
Export,2017,Anthracite (t),0.0
Export,2017,Other Bituminous Coal (t),0.0
Export,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",74493.0
Export,2017,Coal Briquette (t),0.0
Export,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",219.0
Export,2017,Coal Tar (t),0.0
Export,2017,Coke (t),3162.0
Export,2017,Blast Furnace Gas (thousands of m3),0.0
Export,2017,Crude Oil (t),0.0
Export,2017,Natural Gas Liquids (t),0.0
Export,2017,Refined Raw Material (t),490.0
Export,2017,Additives (t),5338.0
Export,2017,Other Hydrocarbons (t),0.0
Export,2017,Refinery Gas (t),0.0
Export,2017,LPG (t),53573.0
Export,2017,Oil (t),331.0
Export,2017,Unleaded Motor Gasoline (t),143094.0
Export,2017,Lead Gasoline (t),0.0
Export,2017,Plane Gasoline (t),31.0
Export,2017,Kerosene Type Jet Engine Fuel (t),26809.0
Export,2017,Other Kerosene (t),0.0
Export,2017,Diesel (t),219504.0
Export,2017,Fuel Oil and Other Gas Oils (t),17.0
Export,2017,Mazut S≥1% (t),18955.0
Export,2017,Mazut S<1% (t),35687.0
Export,2017,Special Gasoline (t),71.0
Export,2017,Lubricants (t),14335.0
Export,2017,Bitumen (t),237281.0
Export,2017,Paraffin wax (t),828.0
Export,2017,Petroleum Coke (t),704.0
Export,2017,Other Petroleum Products (t),102863.0
Export,2017,Natural Gas (thousands of m3),0.0
Export,2017,Firewood (t),34783.0
Export,2017,Wood Residue and Wood Chips (t),0.0
Export,2017,Wood Briquettes (t),8719.0
Export,2017,Wood Pellets (t),82978.0
Export,2017,Charcoal (t),15323.0
Export,2017,Biogas (thousands of m3),0.0
Inventory Balance,2017,Total Electrical Energy (GWh),0.0
Inventory Balance,2017,Anthracite (t),-1753.0
Inventory Balance,2017,Other Bituminous Coal (t),790.0
Inventory Balance,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",-42059.0
Inventory Balance,2017,Coal Briquette (t),0.0
Inventory Balance,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",-12225.0
Inventory Balance,2017,Coal Tar (t),0.0
Inventory Balance,2017,Coke (t),2712.0
Inventory Balance,2017,Blast Furnace Gas (thousands of m3),0.0
Inventory Balance,2017,Crude Oil (t),-2813.0
Inventory Balance,2017,Natural Gas Liquids (t),587.0
Inventory Balance,2017,Refined Raw Material (t),-6445.0
Inventory Balance,2017,Additives (t),-2418.0
Inventory Balance,2017,Other Hydrocarbons (t),0.0
Inventory Balance,2017,Refinery Gas (t),0.0
Inventory Balance,2017,LPG (t),6042.0
Inventory Balance,2017,Oil (t),-6332.0
Inventory Balance,2017,Unleaded Motor Gasoline (t),-13644.0
Inventory Balance,2017,Lead Gasoline (t),0.0
Inventory Balance,2017,Plane Gasoline (t),11.0
Inventory Balance,2017,Kerosene Type Jet Engine Fuel (t),-809.0
Inventory Balance,2017,Other Kerosene (t),0.0
Inventory Balance,2017,Diesel (t),4186.0
Inventory Balance,2017,Fuel Oil and Other Gas Oils (t),-3709.0
Inventory Balance,2017,Mazut S≥1% (t),-5828.0
Inventory Balance,2017,Mazut S<1% (t),-4179.0
Inventory Balance,2017,Special Gasoline (t),0.0
Inventory Balance,2017,Lubricants (t),214.0
Inventory Balance,2017,Bitumen (t),432.0
Inventory Balance,2017,Paraffin wax (t),0.0
Inventory Balance,2017,Petroleum Coke (t),0.0
Inventory Balance,2017,Other Petroleum Products (t),-14359.0
Inventory Balance,2017,Natural Gas (thousands of m3),-12807.0
Inventory Balance,2017,Firewood (t),37955.0
Inventory Balance,2017,Wood Residue and Wood Chips (t),0.0
Inventory Balance,2017,Wood Briquettes (t),3115.0
Inventory Balance,2017,Wood Pellets (t),-13569.0
Inventory Balance,2017,Charcoal (t),52.0
Inventory Balance,2017,Biogas (thousands of m3),0.0
Total Energy Available,2017,Total Electrical Energy (GWh),825.05
Total Energy Available,2017,Anthracite (t),20875.0
Total Energy Available,2017,Other Bituminous Coal (t),128824.0
Total Energy Available,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",40177589.0
Total Energy Available,2017,Coal Briquette (t),0.0
Total Energy Available,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",-7561.0
Total Energy Available,2017,Coal Tar (t),3.0
Total Energy Available,2017,Coke (t),718200.0
Total Energy Available,2017,Blast Furnace Gas (thousands of m3),0.0
Total Energy Available,2017,Crude Oil (t),3332749.0
Total Energy Available,2017,Natural Gas Liquids (t),75833.0
Total Energy Available,2017,Refined Raw Material (t),48799.0
Total Energy Available,2017,Additives (t),737.0
Total Energy Available,2017,Other Hydrocarbons (t),0.0
Total Energy Available,2017,Refinery Gas (t),0.0
Total Energy Available,2017,LPG (t),96402.0
Total Energy Available,2017,Oil (t),35396.0
Total Energy Available,2017,Unleaded Motor Gasoline (t),-78281.0
Total Energy Available,2017,Lead Gasoline (t),0.0
Total Energy Available,2017,Plane Gasoline (t),523.0
Total Energy Available,2017,Kerosene Type Jet Engine Fuel (t),-27598.0
Total Energy Available,2017,Other Kerosene (t),0.0
Total Energy Available,2017,Diesel (t),297034.0
Total Energy Available,2017,Fuel Oil and Other Gas Oils (t),-3604.0
Total Energy Available,2017,Mazut S≥1% (t),-24783.0
Total Energy Available,2017,Mazut S<1% (t),-30795.0
Total Energy Available,2017,Special Gasoline (t),13849.0
Total Energy Available,2017,Lubricants (t),51375.0
Total Energy Available,2017,Bitumen (t),-224673.0
Total Energy Available,2017,Paraffin wax (t),3223.0
Total Energy Available,2017,Petroleum Coke (t),132170.0
Total Energy Available,2017,Other Petroleum Products (t),-115490.0
Total Energy Available,2017,Natural Gas (thousands of m3),2658910.0
Total Energy Available,2017,Firewood (t),2507394.0
Total Energy Available,2017,Wood Residue and Wood Chips (t),284079.0
Total Energy Available,2017,Wood Briquettes (t),4772.0
Total Energy Available,2017,Wood Pellets (t),-28319.0
Total Energy Available,2017,Charcoal (t),-14860.0
Total Energy Available,2017,Biogas (thousands of m3),34045.0
Statistical Difference,2017,Total Electrical Energy (GWh),0.0
Statistical Difference,2017,Anthracite (t),0.0
Statistical Difference,2017,Other Bituminous Coal (t),0.0
Statistical Difference,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Statistical Difference,2017,Coal Briquette (t),0.0
Statistical Difference,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Statistical Difference,2017,Coal Tar (t),0.0
Statistical Difference,2017,Coke (t),0.0
Statistical Difference,2017,Blast Furnace Gas (thousands of m3),0.0
Statistical Difference,2017,Crude Oil (t),-21850.0
Statistical Difference,2017,Natural Gas Liquids (t),-26.0
Statistical Difference,2017,Refined Raw Material (t),586.0
Statistical Difference,2017,Additives (t),0.0
Statistical Difference,2017,Other Hydrocarbons (t),0.0
Statistical Difference,2017,Refinery Gas (t),0.0
Statistical Difference,2017,LPG (t),-152.0
Statistical Difference,2017,Oil (t),0.0
Statistical Difference,2017,Unleaded Motor Gasoline (t),492.0
Statistical Difference,2017,Lead Gasoline (t),0.0
Statistical Difference,2017,Plane Gasoline (t),8.0
Statistical Difference,2017,Kerosene Type Jet Engine Fuel (t),44.0
Statistical Difference,2017,Other Kerosene (t),0.0
Statistical Difference,2017,Diesel (t),-1002.0
Statistical Difference,2017,Fuel Oil and Other Gas Oils (t),39.0
Statistical Difference,2017,Mazut S≥1% (t),-20.0
Statistical Difference,2017,Mazut S<1% (t),1.0
Statistical Difference,2017,Special Gasoline (t),0.0
Statistical Difference,2017,Lubricants (t),341.0
Statistical Difference,2017,Bitumen (t),0.0
Statistical Difference,2017,Paraffin wax (t),0.0
Statistical Difference,2017,Petroleum Coke (t),0.0
Statistical Difference,2017,Other Petroleum Products (t),-1415.0
Statistical Difference,2017,Natural Gas (thousands of m3),0.0
Statistical Difference,2017,Firewood (t),0.0
Statistical Difference,2017,Wood Residue and Wood Chips (t),0.0
Statistical Difference,2017,Wood Briquettes (t),0.0
Statistical Difference,2017,Wood Pellets (t),0.0
Statistical Difference,2017,Charcoal (t),0.0
Statistical Difference,2017,Biogas (thousands of m3),0.0
Energy Production Cost,2017,Total Electrical Energy (GWh),0.0
Energy Production Cost,2017,Anthracite (t),0.0
Energy Production Cost,2017,Other Bituminous Coal (t),82427.0
Energy Production Cost,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",39084895.0
Energy Production Cost,2017,Coal Briquette (t),0.0
Energy Production Cost,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",47891.0
Energy Production Cost,2017,Coal Tar (t),0.0
Energy Production Cost,2017,Coke (t),648855.0
Energy Production Cost,2017,Blast Furnace Gas (thousands of m3),1008774.0
Energy Production Cost,2017,Crude Oil (t),3333410.0
Energy Production Cost,2017,Natural Gas Liquids (t),75846.0
Energy Production Cost,2017,Refined Raw Material (t),207947.0
Energy Production Cost,2017,Additives (t),13350.0
Energy Production Cost,2017,Other Hydrocarbons (t),22918.0
Energy Production Cost,2017,Refinery Gas (t),0.0
Energy Production Cost,2017,LPG (t),10163.0
Energy Production Cost,2017,Oil (t),145937.0
Energy Production Cost,2017,Unleaded Motor Gasoline (t),0.0
Energy Production Cost,2017,Lead Gasoline (t),0.0
Energy Production Cost,2017,Plane Gasoline (t),0.0
Energy Production Cost,2017,Kerosene Type Jet Engine Fuel (t),0.0
Energy Production Cost,2017,Other Kerosene (t),0.0
Energy Production Cost,2017,Diesel (t),0.0
Energy Production Cost,2017,Fuel Oil and Other Gas Oils (t),28604.0
Energy Production Cost,2017,Mazut S≥1% (t),128431.0
Energy Production Cost,2017,Mazut S<1% (t),24998.0
Energy Production Cost,2017,Special Gasoline (t),0.0
Energy Production Cost,2017,Lubricants (t),0.0
Energy Production Cost,2017,Bitumen (t),0.0
Energy Production Cost,2017,Paraffin wax (t),0.0
Energy Production Cost,2017,Petroleum Coke (t),0.0
Energy Production Cost,2017,Other Petroleum Products (t),1849.0
Energy Production Cost,2017,Natural Gas (thousands of m3),935973.0
Energy Production Cost,2017,Firewood (t),319874.0
Energy Production Cost,2017,Wood Residue and Wood Chips (t),284079.0
Energy Production Cost,2017,Wood Briquettes (t),695.0
Energy Production Cost,2017,Wood Pellets (t),2209.0
Energy Production Cost,2017,Charcoal (t),0.0
Energy Production Cost,2017,Biogas (thousands of m3),18805.0
Generation of Energy by Transformation,2017,Total Electrical Energy (GWh),27231.792999999998
Generation of Energy by Transformation,2017,Anthracite (t),0.0
Generation of Energy by Transformation,2017,Other Bituminous Coal (t),0.0
Generation of Energy by Transformation,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Generation of Energy by Transformation,2017,Coal Briquette (t),0.0
Generation of Energy by Transformation,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",512788.0
Generation of Energy by Transformation,2017,Coal Tar (t),0.0
Generation of Energy by Transformation,2017,Coke (t),0.0
Generation of Energy by Transformation,2017,Blast Furnace Gas (thousands of m3),2518715.0
Generation of Energy by Transformation,2017,Crude Oil (t),0.0
Generation of Energy by Transformation,2017,Natural Gas Liquids (t),0.0
Generation of Energy by Transformation,2017,Refined Raw Material (t),0.0
Generation of Energy by Transformation,2017,Additives (t),12613.0
Generation of Energy by Transformation,2017,Other Hydrocarbons (t),22918.0
Generation of Energy by Transformation,2017,Refinery Gas (t),52521.0
Generation of Energy by Transformation,2017,LPG (t),137506.0
Generation of Energy by Transformation,2017,Oil (t),441382.0
Generation of Energy by Transformation,2017,Unleaded Motor Gasoline (t),498624.0
Generation of Energy by Transformation,2017,Lead Gasoline (t),0.0
Generation of Energy by Transformation,2017,Plane Gasoline (t),0.0
Generation of Energy by Transformation,2017,Kerosene Type Jet Engine Fuel (t),155414.0
Generation of Energy by Transformation,2017,Other Kerosene (t),0.0
Generation of Energy by Transformation,2017,Diesel (t),1273116.0
Generation of Energy by Transformation,2017,Fuel Oil and Other Gas Oils (t),157885.0
Generation of Energy by Transformation,2017,Mazut S≥1% (t),251818.0
Generation of Energy by Transformation,2017,Mazut S<1% (t),127701.0
Generation of Energy by Transformation,2017,Special Gasoline (t),0.0
Generation of Energy by Transformation,2017,Lubricants (t),27116.0
Generation of Energy by Transformation,2017,Bitumen (t),359827.0
Generation of Energy by Transformation,2017,Paraffin wax (t),0.0
Generation of Energy by Transformation,2017,Petroleum Coke (t),13396.0
Generation of Energy by Transformation,2017,Other Petroleum Products (t),197071.0
Generation of Energy by Transformation,2017,Natural Gas (thousands of m3),0.0
Generation of Energy by Transformation,2017,Firewood (t),0.0
Generation of Energy by Transformation,2017,Wood Residue and Wood Chips (t),0.0
Generation of Energy by Transformation,2017,Wood Briquettes (t),17995.0
