Region,SettlementType,Year,TypeOfSpending,Amount(RSD),StructuralPercentage
Belgrade,Total,2013,Other Items and Services,3867.0,5.6
Belgrade,City,2013,Total,71820.0,100.0
Belgrade,City,2013,Food and Non-Alcoholic Beverages,26718.0,37.3
Belgrade,City,2013,"Alcohol, Tobacco and Narcotics",2465.0,3.4
Belgrade,City,2013,Clothing and Footwear,3913.0,5.4
Belgrade,City,2013,"Housing, Water, Energy, Gas, etc.",11847.0,16.6
Belgrade,City,2013,Home Equipment and Maintenance,2506.0,3.5
Belgrade,City,2013,Health,3597.0,5.0
Belgrade,City,2013,Transport,5334.0,7.4
Belgrade,City,2013,Communication,3387.0,4.7
Belgrade,City,2013,Culture and Recreation,4397.0,6.1
Belgrade,City,2013,Education,1029.0,1.4
Belgrade,City,2013,Hotels and Restaurants,2584.0,3.6
Belgrade,City,2013,Other Items and Services,4043.0,5.6
Belgrade,Rest,2013,Total,56568.0,100.0
Belgrade,Rest,2013,Food and Non-Alcoholic Beverages,23415.0,41.4
Belgrade,Rest,2013,"Alcohol, Tobacco and Narcotics",3116.0,5.5
Belgrade,Rest,2013,Clothing and Footwear,2415.0,4.3
Belgrade,Rest,2013,"Housing, Water, Energy, Gas, etc.",9250.0,16.4
Belgrade,Rest,2013,Home Equipment and Maintenance,2115.0,3.7
Belgrade,Rest,2013,Health,2737.0,4.8
Belgrade,Rest,2013,Transport,4821.0,8.5
Belgrade,Rest,2013,Communication,2420.0,4.3
Belgrade,Rest,2013,Culture and Recreation,1669.0,3.0
Belgrade,Rest,2013,Education,345.0,0.6
Belgrade,Rest,2013,Hotels and Restaurants,1297.0,2.3
Belgrade,Rest,2013,Other Items and Services,2968.0,5.2
Voyvodina/North,Total,2013,Total,56938.0,100.0
Voyvodina/North,Total,2013,Food and Non-Alcoholic Beverages,21244.0,37.3
Voyvodina/North,Total,2013,"Alcohol, Tobacco and Narcotics",2168.0,3.8
Voyvodina/North,Total,2013,Clothing and Footwear,3069.0,5.4
Voyvodina/North,Total,2013,"Housing, Water, Energy, Gas, etc.",10270.0,18.0
Voyvodina/North,Total,2013,Home Equipment and Maintenance,2933.0,5.2
Voyvodina/North,Total,2013,Health,2297.0,4.0
Voyvodina/North,Total,2013,Transport,4725.0,8.3
Voyvodina/North,Total,2013,Communication,2876.0,5.1
Voyvodina/North,Total,2013,Culture and Recreation,2866.0,5.0
Voyvodina/North,Total,2013,Education,563.0,1.0
Voyvodina/North,Total,2013,Hotels and Restaurants,1054.0,1.9
Voyvodina/North,Total,2013,Other Items and Services,2873.0,5.0
Voyvodina/North,City,2013,Total,57566.0,100.0
Voyvodina/North,City,2013,Food and Non-Alcoholic Beverages,21016.0,36.5
Voyvodina/North,City,2013,"Alcohol, Tobacco and Narcotics",1913.0,3.3
Voyvodina/North,City,2013,Clothing and Footwear,2993.0,5.2
Voyvodina/North,City,2013,"Housing, Water, Energy, Gas, etc.",10863.0,18.9
Voyvodina/North,City,2013,Home Equipment and Maintenance,3033.0,5.3
Voyvodina/North,City,2013,Health,2370.0,4.1
Voyvodina/North,City,2013,Transport,4196.0,7.3
Voyvodina/North,City,2013,Communication,3034.0,5.3
Voyvodina/North,City,2013,Culture and Recreation,3295.0,5.7
Voyvodina/North,City,2013,Education,756.0,1.3
Voyvodina/North,City,2013,Hotels and Restaurants,1137.0,2.0
Voyvodina/North,City,2013,Other Items and Services,2960.0,5.1
Voyvodina/North,Rest,2013,Total,55957.0,100.0
Voyvodina/North,Rest,2013,Food and Non-Alcoholic Beverages,21606.0,38.5
Voyvodina/North,Rest,2013,"Alcohol, Tobacco and Narcotics",2562.0,4.6
Voyvodina/North,Rest,2013,Clothing and Footwear,3187.0,5.7
Voyvodina/North,Rest,2013,"Housing, Water, Energy, Gas, etc.",9344.0,16.7
Voyvodina/North,Rest,2013,Home Equipment and Maintenance,2777.0,5.0
Voyvodina/North,Rest,2013,Health,2182.0,3.9
Voyvodina/North,Rest,2013,Transport,5551.0,9.9
Voyvodina/North,Rest,2013,Communication,2628.0,4.7
Voyvodina/North,Rest,2013,Culture and Recreation,2196.0,3.9
Voyvodina/North,Rest,2013,Education,261.0,0.5
Voyvodina/North,Rest,2013,Hotels and Restaurants,926.0,1.7
Voyvodina/North,Rest,2013,Other Items and Services,2737.0,4.9
Central and West,Total,2013,Total,53528.0,100.0
Central and West,Total,2013,Food and Non-Alcoholic Beverages,20640.0,38.7
Central and West,Total,2013,"Alcohol, Tobacco and Narcotics",2647.0,4.9
Central and West,Total,2013,Clothing and Footwear,2619.0,4.9
Central and West,Total,2013,"Housing, Water, Energy, Gas, etc.",9317.0,17.4
Central and West,Total,2013,Home Equipment and Maintenance,2444.0,4.6
Central and West,Total,2013,Health,2221.0,4.1
Central and West,Total,2013,Transport,5209.0,9.7
Central and West,Total,2013,Communication,2319.0,4.3
Central and West,Total,2013,Culture and Recreation,2017.0,3.8
Central and West,Total,2013,Education,584.0,1.1
Central and West,Total,2013,Hotels and Restaurants,934.0,1.7
Central and West,Total,2013,Other Items and Services,2577.0,4.8
Central and West,City,2013,Total,52728.0,100.0
Central and West,City,2013,Food and Non-Alcoholic Beverages,19267.0,36.5
Central and West,City,2013,"Alcohol, Tobacco and Narcotics",2411.0,4.6
Central and West,City,2013,Clothing and Footwear,2860.0,5.4
Central and West,City,2013,"Housing, Water, Energy, Gas, etc.",9532.0,18.1
Central and West,City,2013,Home Equipment and Maintenance,2416.0,4.6
Central and West,City,2013,Health,2238.0,4.2
Central and West,City,2013,Transport,4600.0,8.7
Central and West,City,2013,Communication,2582.0,4.9
Central and West,City,2013,Culture and Recreation,2433.0,4.6
Central and West,City,2013,Education,828.0,1.6
Central and West,City,2013,Hotels and Restaurants,1036.0,2.0
Central and West,City,2013,Other Items and Services,2525.0,4.8
Central and West,Rest,2013,Total,54297.0,100.0
Central and West,Rest,2013,Food and Non-Alcoholic Beverages,21966.0,40.4
Central and West,Rest,2013,"Alcohol, Tobacco and Narcotics",2875.0,5.3
Central and West,Rest,2013,Clothing and Footwear,2385.0,4.4
Central and West,Rest,2013,"Housing, Water, Energy, Gas, etc.",9109.0,16.8
Central and West,Rest,2013,Home Equipment and Maintenance,2471.0,4.6
Central and West,Rest,2013,Health,2206.0,4.1
Central and West,Rest,2013,Transport,5798.0,10.7
Central and West,Rest,2013,Communication,2064.0,3.8
Central and West,Rest,2013,Culture and Recreation,1614.0,3.0
Central and West,Rest,2013,Education,348.0,0.6
Central and West,Rest,2013,Hotels and Restaurants,834.0,1.5
Central and West,Rest,2013,Other Items and Services,2627.0,4.8
South and East,Total,2013,Total,42275.0,100.0
South and East,Total,2013,Food and Non-Alcoholic Beverages,19477.0,46.2
South and East,Total,2013,"Alcohol, Tobacco and Narcotics",1977.0,4.7
South and East,Total,2013,Clothing and Footwear,2131.0,5.0
South and East,Total,2013,"Housing, Water, Energy, Gas, etc.",6317.0,14.9
South and East,Total,2013,Home Equipment and Maintenance,2407.0,5.7
South and East,Total,2013,Health,1489.0,3.5
South and East,Total,2013,Transport,2745.0,6.5
South and East,Total,2013,Communication,1684.0,4.0
South and East,Total,2013,Culture and Recreation,1489.0,3.5
South and East,Total,2013,Education,94.0,0.2
South and East,Total,2013,Hotels and Restaurants,764.0,1.8
South and East,Total,2013,Other Items and Services,1701.0,4.0
South and East,City,2013,Total,44123.0,100.0
South and East,City,2013,Food and Non-Alcoholic Beverages,19053.0,43.1
South and East,City,2013,"Alcohol, Tobacco and Narcotics",1743.0,4.0
South and East,City,2013,Clothing and Footwear,2461.0,5.6
South and East,City,2013,"Housing, Water, Energy, Gas, etc.",7347.0,16.7
South and East,City,2013,Home Equipment and Maintenance,2534.0,5.7
South and East,City,2013,Health,1458.0,3.3
South and East,City,2013,Transport,2684.0,6.1
South and East,City,2013,Communication,1941.0,4.4
South and East,City,2013,Culture and Recreation,1937.0,4.4
South and East,City,2013,Education,151.0,0.3
South and East,City,2013,Hotels and Restaurants,910.0,2.1
South and East,City,2013,Other Items and Services,1904.0,4.3
South and East,Rest,2013,Total,40110.0,100.0
South and East,Rest,2013,Food and Non-Alcoholic Beverages,19981.0,49.9
South and East,Rest,2013,"Alcohol, Tobacco and Narcotics",2247.0,5.6
South and East,Rest,2013,Clothing and Footwear,1744.0,4.3
South and East,Rest,2013,"Housing, Water, Energy, Gas, etc.",5108.0,12.8
South and East,Rest,2013,Home Equipment and Maintenance,2259.0,5.6
South and East,Rest,2013,Health,1525.0,3.8
South and East,Rest,2013,Transport,2817.0,7.0
South and East,Rest,2013,Communication,1383.0,3.4
South and East,Rest,2013,Culture and Recreation,963.0,2.4
South and East,Rest,2013,Education,27.0,0.1
South and East,Rest,2013,Hotels and Restaurants,592.0,1.5
South and East,Rest,2013,Other Items and Services,1464.0,3.6
State,Total,2014,Total,58713.0,100.0
State,Total,2014,Food and Non-Alcoholic Beverages,20914.0,35.7
State,Total,2014,"Alcohol, Tobacco and Narcotics",2554.0,4.3
State,Total,2014,Clothing and Footwear,3198.0,5.4
State,Total,2014,"Housing, Water, Energy, Gas, etc.",9992.0,17.1
State,Total,2014,Home Equipment and Maintenance,2795.0,4.8
State,Total,2014,Health,2492.0,4.2
State,Total,2014,Transport,5588.0,9.5
State,Total,2014,Communication,2901.0,4.9
State,Total,2014,Culture and Recreation,2871.0,4.9
State,Total,2014,Education,602.0,1.0
State,Total,2014,Hotels and Restaurants,1406.0,2.4
State,Total,2014,Other Items and Services,3400.0,5.8
State,City,2014,Total,61221.0,100.0
State,City,2014,Food and Non-Alcoholic Beverages,21117.0,34.5
State,City,2014,"Alcohol, Tobacco and Narcotics",2335.0,3.8
State,City,2014,Clothing and Footwear,3487.0,5.7
State,City,2014,"Housing, Water, Energy, Gas, etc.",10591.0,17.3
State,City,2014,Home Equipment and Maintenance,2938.0,4.8
State,City,2014,Health,2574.0,4.2
State,City,2014,Transport,5451.0,8.9
State,City,2014,Communication,3206.0,5.2
State,City,2014,Culture and Recreation,3468.0,5.7
State,City,2014,Education,640.0,1.0
State,City,2014,Hotels and Restaurants,1582.0,2.6
State,City,2014,Other Items and Services,3832.0,6.3
State,Rest,2014,Total,54649.0,100.0
State,Rest,2014,Food and Non-Alcoholic Beverages,20591.0,37.8
State,Rest,2014,"Alcohol, Tobacco and Narcotics",2916.0,5.3
State,Rest,2014,Clothing and Footwear,2729.0,5.0
State,Rest,2014,"Housing, Water, Energy, Gas, etc.",9015.0,16.5
State,Rest,2014,Home Equipment and Maintenance,2572.0,4.7
State,Rest,2014,Health,2361.0,4.3
State,Rest,2014,Transport,5820.0,10.6
State,Rest,2014,Communication,2402.0,4.4
State,Rest,2014,Culture and Recreation,1888.0,3.5
State,Rest,2014,Education,544.0,1.0
State,Rest,2014,Hotels and Restaurants,1119.0,2.0
State,Rest,2014,Other Items and Services,2692.0,4.9
Belgrade,Total,2014,Total,67468.0,100.0
Belgrade,Total,2014,Food and Non-Alcoholic Beverages,22982.0,34.2
Belgrade,Total,2014,"Alcohol, Tobacco and Narcotics",2108.0,3.1
Belgrade,Total,2014,Clothing and Footwear,3537.0,5.2
Belgrade,Total,2014,"Housing, Water, Energy, Gas, etc.",11430.0,17.0
Belgrade,Total,2014,Home Equipment and Maintenance,3056.0,4.5
Belgrade,Total,2014,Health,3109.0,4.6
Belgrade,Total,2014,Transport,6422.0,9.5
Belgrade,Total,2014,Communication,3446.0,5.1
Belgrade,Total,2014,Culture and Recreation,3671.0,5.4
Belgrade,Total,2014,Education,818.0,1.2
Belgrade,Total,2014,Hotels and Restaurants,2038.0,3.0
Belgrade,Total,2014,Other Items and Services,4851.0,7.2
Belgrade,City,2014,Total,69033.0,100.0
Belgrade,City,2014,Food and Non-Alcoholic Beverages,23367.0,33.7
Belgrade,City,2014,"Alcohol, Tobacco and Narcotics",1972.0,2.9
Belgrade,City,2014,Clothing and Footwear,3751.0,5.4
Belgrade,City,2014,"Housing, Water, Energy, Gas, etc.",11737.0,17.0
Belgrade,City,2014,Home Equipment and Maintenance,3144.0,4.6
Belgrade,City,2014,Health,3151.0,4.6
Belgrade,City,2014,Transport,6420.0,9.3
Belgrade,City,2014,Communication,3544.0,5.1
Belgrade,City,2014,Culture and Recreation,3915.0,5.7
Belgrade,City,2014,Education,872.0,1.3
Belgrade,City,2014,Hotels and Restaurants,2015.0,2.9
Belgrade,City,2014,Other Items and Services,5145.0,7.5
Belgrade,Rest,2014,Total,59438.0,100.0
Belgrade,Rest,2014,Food and Non-Alcoholic Beverages,21006.0,35.4
Belgrade,Rest,2014,"Alcohol, Tobacco and Narcotics",2803.0,4.7
Belgrade,Rest,2014,Clothing and Footwear,2442.0,4.1
Belgrade,Rest,2014,"Housing, Water, Energy, Gas, etc.",9851.0,16.6
Belgrade,Rest,2014,Home Equipment and Maintenance,2601.0,4.4
Belgrade,Rest,2014,Health,2902.0,4.9
Belgrade,Rest,2014,Transport,6431.0,10.8
Belgrade,Rest,2014,Communication,2935.0,4.9
Belgrade,Rest,2014,Culture and Recreation,2413.0,4.1
Belgrade,Rest,2014,Education,555.0,0.9
Belgrade,Rest,2014,Hotels and Restaurants,2160.0,3.6
Belgrade,Rest,2014,Other Items and Services,3339.0,5.6
Voyvodina/North,Total,2014,Total,58385.0,100.0
Voyvodina/North,Total,2014,Food and Non-Alcoholic Beverages,20353.0,35.0
Voyvodina/North,Total,2014,"Alcohol, Tobacco and Narcotics",2592.0,4.4
Voyvodina/North,Total,2014,Clothing and Footwear,3094.0,5.3
Voyvodina/North,Total,2014,"Housing, Water, Energy, Gas, etc.",10715.0,18.4
Voyvodina/North,Total,2014,Home Equipment and Maintenance,2793.0,4.8
Voyvodina/North,Total,2014,Health,2581.0,4.4
Voyvodina/North,Total,2014,Transport,5390.0,9.2
Voyvodina/North,Total,2014,Communication,3110.0,5.3
Voyvodina/North,Total,2014,Culture and Recreation,3056.0,5.2
Voyvodina/North,Total,2014,Education,485.0,0.8
Voyvodina/North,Total,2014,Hotels and Restaurants,1220.0,2.1
Voyvodina/North,Total,2014,Other Items and Services,2996.0,5.1
Voyvodina/North,City,2014,Total,59428.0,100.0
Voyvodina/North,City,2014,Food and Non-Alcoholic Beverages,20409.0,34.3
Voyvodina/North,City,2014,"Alcohol, Tobacco and Narcotics",2341.0,3.9
Voyvodina/North,City,2014,Clothing and Footwear,3065.0,5.2
Voyvodina/North,City,2014,"Housing, Water, Energy, Gas, etc.",10941.0,18.4
Voyvodina/North,City,2014,Home Equipment and Maintenance,2806.0,4.7
Voyvodina/North,City,2014,Health,2672.0,4.5
Voyvodina/North,City,2014,Transport,5282.0,8.9
Voyvodina/North,City,2014,Communication,3327.0,5.6
Voyvodina/North,City,2014,Culture and Recreation,3675.0,6.2
Voyvodina/North,City,2014,Education,391.0,0.7
Voyvodina/North,City,2014,Hotels and Restaurants,1302.0,2.2
Voyvodina/North,City,2014,Other Items and Services,3217.0,5.4
Voyvodina/North,Rest,2014,Total,56741.0,100.0
Voyvodina/North,Rest,2014,Food and Non-Alcoholic Beverages,20262.0,35.6
Voyvodina/North,Rest,2014,"Alcohol, Tobacco and Narcotics",2984.0,5.3
Voyvodina/North,Rest,2014,Clothing and Footwear,3147.0,5.5
Voyvodina/North,Rest,2014,"Housing, Water, Energy, Gas, etc.",10358.0,18.3
Voyvodina/North,Rest,2014,Home Equipment and Maintenance,2770.0,4.9
Voyvodina/North,Rest,2014,Health,2440.0,4.3
Voyvodina/North,Rest,2014,Transport,5550.0,9.8
Voyvodina/North,Rest,2014,Communication,2770.0,4.9
Voyvodina/North,Rest,2014,Culture and Recreation,2078.0,3.7
Voyvodina/North,Rest,2014,Education,638.0,1.1
Voyvodina/North,Rest,2014,Hotels and Restaurants,1091.0,1.9
Voyvodina/North,Rest,2014,Other Items and Services,2653.0,4.7
Central and West,Total,2014,Total,59269.0,100.0
Central and West,Total,2014,Food and Non-Alcoholic Beverages,21094.0,35.7
Central and West,Total,2014,"Alcohol, Tobacco and Narcotics",2770.0,4.7
Central and West,Total,2014,Clothing and Footwear,3514.0,5.9
Central and West,Total,2014,"Housing, Water, Energy, Gas, etc.",9976.0,16.8
Central and West,Total,2014,Home Equipment and Maintenance,2853.0,4.8
Central and West,Total,2014,Health,2127.0,3.6
Central and West,Total,2014,Transport,6295.0,10.6
Central and West,Total,2014,Communication,2705.0,4.6
Central and West,Total,2014,Culture and Recreation,2806.0,4.7
Central and West,Total,2014,Education,608.0,1.0
Central and West,Total,2014,Hotels and Restaurants,1389.0,2.3
Central and West,Total,2014,Other Items and Services,3132.0,5.3
Central and West,City,2014,Total,60088.0,100.0
Central and West,City,2014,Food and Non-Alcoholic Beverages,20129.0,33.5
Central and West,City,2014,"Alcohol, Tobacco and Narcotics",2532.0,4.2
Central and West,City,2014,Clothing and Footwear,4088.0,6.8
Central and West,City,2014,"Housing, Water, Energy, Gas, etc.",10253.0,17.1
Central and West,City,2014,Home Equipment and Maintenance,3020.0,5.0
Central and West,City,2014,Health,2097.0,3.5
Central and West,City,2014,Transport,5646.0,9.4
Central and West,City,2014,Communication,3069.0,5.1
Central and West,City,2014,Culture and Recreation,3535.0,5.9
Central and West,City,2014,Education,725.0,1.2
Central and West,City,2014,Hotels and Restaurants,1646.0,2.7
Central and West,City,2014,Other Items and Services,3348.0,5.6
Central and West,Rest,2014,Total,58476.0,100.0
Central and West,Rest,2014,Food and Non-Alcoholic Beverages,22030.0,37.8
Central and West,Rest,2014,"Alcohol, Tobacco and Narcotics",3003.0,5.1
Central and West,Rest,2014,Clothing and Footwear,2951.0,5.0
Central and West,Rest,2014,"Housing, Water, Energy, Gas, etc.",9708.0,16.6
Central and West,Rest,2014,Home Equipment and Maintenance,2691.0,4.6
Central and West,Rest,2014,Health,2160.0,3.7
Central and West,Rest,2014,Transport,6931.0,11.9
Central and West,Rest,2014,Communication,2350.0,4.0
Central and West,Rest,2014,Culture and Recreation,2100.0,3.6
Central and West,Rest,2014,Education,494.0,0.8
Central and West,Rest,2014,Hotels and Restaurants,1137.0,1.9
Central and West,Rest,2014,Other Items and Services,2921.0,5.0
South and East,Total,2014,Total,48189.0,100.0
South and East,Total,2014,Food and Non-Alcoholic Beverages,19004.0,39.5
South and East,Total,2014,"Alcohol, Tobacco and Narcotics",2760.0,5.7
South and East,Total,2014,Clothing and Footwear,2539.0,5.3
South and East,Total,2014,"Housing, Water, Energy, Gas, etc.",7351.0,15.3
South and East,Total,2014,Home Equipment and Maintenance,2440.0,5.1
South and East,Total,2014,Health,2116.0,4.4
South and East,Total,2014,Transport,3983.0,8.3
South and East,Total,2014,Communication,2230.0,4.6
South and East,Total,2014,Culture and Recreation,1757.0,3.6
South and East,Total,2014,Education,496.0,1.0
South and East,Total,2014,Hotels and Restaurants,937.0,1.9
South and East,Total,2014,Other Items and Services,2576.0,5.3
South and East,City,2014,Total,51034.0,100.0
South and East,City,2014,Food and Non-Alcoholic Beverages,19223.0,37.7
South and East,City,2014,"Alcohol, Tobacco and Narcotics",2760.0,5.4
South and East,City,2014,Clothing and Footwear,2947.0,5.8
South and East,City,2014,"Housing, Water, Energy, Gas, etc.",8374.0,16.4
South and East,City,2014,Home Equipment and Maintenance,2672.0,5.2
South and East,City,2014,Health,1928.0,3.8
South and East,City,2014,Transport,3709.0,7.3
South and East,City,2014,Communication,2569.0,5.0
South and East,City,2014,Culture and Recreation,2267.0,4.4
South and East,City,2014,Education,493.0,1.0
South and East,City,2014,Hotels and Restaurants,1147.0,2.2
South and East,City,2014,Other Items and Services,2945.0,5.8
South and East,Rest,2014,Total,44841.0,100.0
South and East,Rest,2014,Food and Non-Alcoholic Beverages,18749.0,41.8
South and East,Rest,2014,"Alcohol, Tobacco and Narcotics",2761.0,6.2
South and East,Rest,2014,Clothing and Footwear,2063.0,4.6
South and East,Rest,2014,"Housing, Water, Energy, Gas, etc.",6146.0,13.7
South and East,Rest,2014,Home Equipment and Maintenance,2167.0,4.8
South and East,Rest,2014,Health,2344.0,5.2
South and East,Rest,2014,Transport,4312.0,9.6
South and East,Rest,2014,Communication,1827.0,4.1
South and East,Rest,2014,Culture and Recreation,1151.0,2.6
South and East,Rest,2014,Education,499.0,1.1
South and East,Rest,2014,Hotels and Restaurants,686.0,1.5
South and East,Rest,2014,Other Items and Services,2136.0,4.8
State,Total,2015,Total,59052.0,100.0
State,Total,2015,Food and Non-Alcoholic Beverages,20959.0,35.6
State,Total,2015,"Alcohol, Tobacco and Narcotics",2723.0,4.6
State,Total,2015,Clothing and Footwear,2955.0,5.0
State,Total,2015,"Housing, Water, Energy, Gas, etc.",9786.0,16.6
State,Total,2015,Home Equipment and Maintenance,2666.0,4.5
State,Total,2015,Health,2430.0,4.1
State,Total,2015,Transport,5633.0,9.5
State,Total,2015,Communication,3148.0,5.3
State,Total,2015,Culture and Recreation,3051.0,5.2
State,Total,2015,Education,718.0,1.2
State,Total,2015,Hotels and Restaurants,1621.0,2.7
State,Total,2015,Other Items and Services,3362.0,5.7
State,City,2015,Total,60911.0,100.0
State,City,2015,Food and Non-Alcoholic Beverages,20711.0,34.0
State,City,2015,"Alcohol, Tobacco and Narcotics",2433.0,4.0
State,City,2015,Clothing and Footwear,3181.0,5.2
State,City,2015,"Housing, Water, Energy, Gas, etc.",10268.0,16.9
State,City,2015,Home Equipment and Maintenance,2690.0,4.4
State,City,2015,Health,2433.0,4.0
State,City,2015,Transport,5719.0,9.4
State,City,2015,Communication,3468.0,5.7
State,City,2015,Culture and Recreation,3685.0,6.0
State,City,2015,Education,906.0,1.5
State,City,2015,Hotels and Restaurants,1868.0,3.1
State,City,2015,Other Items and Services,3549.0,5.8
State,Rest,2015,Total,56021.0,100.0
State,Rest,2015,Food and Non-Alcoholic Beverages,21361.0,38.2
State,Rest,2015,"Alcohol, Tobacco and Narcotics",3191.0,5.7
State,Rest,2015,Clothing and Footwear,2587.0,4.6
State,Rest,2015,"Housing, Water, Energy, Gas, etc.",9007.0,16.1
State,Rest,2015,Home Equipment and Maintenance,2626.0,4.7
State,Rest,2015,Health,2422.0,4.3
State,Rest,2015,Transport,5486.0,9.8
State,Rest,2015,Communication,2634.0,4.7
State,Rest,2015,Culture and Recreation,2026.0,3.6
State,Rest,2015,Education,412.0,0.7
State,Rest,2015,Hotels and Restaurants,1217.0,2.2
State,Rest,2015,Other Items and Services,3052.0,5.4
Belgrade,Total,2015,Total,64999.0,100.0
Belgrade,Total,2015,Food and Non-Alcoholic Beverages,20884.0,32.0
Belgrade,Total,2015,"Alcohol, Tobacco and Narcotics",2114.0,3.3
Belgrade,Total,2015,Clothing and Footwear,3213.0,4.9
Belgrade,Total,2015,"Housing, Water, Energy, Gas, etc.",10924.0,16.8
Belgrade,Total,2015,Home Equipment and Maintenance,2466.0,3.8
Belgrade,Total,2015,Health,3101.0,4.8
Belgrade,Total,2015,Transport,6882.0,10.6
Belgrade,Total,2015,Communication,3897.0,6.0
Belgrade,Total,2015,Culture and Recreation,4453.0,6.9
Belgrade,Total,2015,Education,936.0,1.4
Belgrade,Total,2015,Hotels and Restaurants,2382.0,3.7
Belgrade,Total,2015,Other Items and Services,3747.0,5.8
Belgrade,City,2015,Total,66448.0,100.0
Belgrade,City,2015,Food and Non-Alcoholic Beverages,20868.0,31.6
Belgrade,City,2015,"Alcohol, Tobacco and Narcotics",1952.0,2.9
Belgrade,City,2015,Clothing and Footwear,3332.0,5.0
Belgrade,City,2015,"Housing, Water, Energy, Gas, etc.",11174.0,16.9
Belgrade,City,2015,Home Equipment and Maintenance,2556.0,3.8
Belgrade,City,2015,Health,3206.0,4.8
Belgrade,City,2015,Transport,7118.0,10.7
Belgrade,City,2015,Communication,4059.0,6.1
Belgrade,City,2015,Culture and Recreation,4810.0,7.2
Belgrade,City,2015,Education,1021.0,1.5
Belgrade,City,2015,Hotels and Restaurants,2465.0,3.7
Belgrade,City,2015,Other Items and Services,3887.0,5.8
Belgrade,Rest,2015,Total,57626.0,100.0
Belgrade,Rest,2015,Food and Non-Alcoholic Beverages,20967.0,36.4
Belgrade,Rest,2015,"Alcohol, Tobacco and Narcotics",2942.0,5.1
Belgrade,Rest,2015,Clothing and Footwear,2602.0,4.5
Belgrade,Rest,2015,"Housing, Water, Energy, Gas, etc.",9656.0,16.8
Belgrade,Rest,2015,Home Equipment and Maintenance,1987.0,3.4
Belgrade,Rest,2015,Health,2560.0,4.4
Belgrade,Rest,2015,Transport,5690.0,9.9
Belgrade,Rest,2015,Communication,3071.0,5.3
Belgrade,Rest,2015,Culture and Recreation,2638.0,4.6
Belgrade,Rest,2015,Education,499.0,0.9
Belgrade,Rest,2015,Hotels and Restaurants,1961.0,3.4
Belgrade,Rest,2015,Other Items and Services,3053.0,5.3
Voyvodina/North,Total,2015,Total,56057.0,100.0
Voyvodina/North,Total,2015,Food and Non-Alcoholic Beverages,20334.0,36.3
Voyvodina/North,Total,2015,"Alcohol, Tobacco and Narcotics",2486.0,4.4
Voyvodina/North,Total,2015,Clothing and Footwear,2859.0,5.1
Voyvodina/North,Total,2015,"Housing, Water, Energy, Gas, etc.",9241.0,16.5
Voyvodina/North,Total,2015,Home Equipment and Maintenance,2643.0,4.7
Voyvodina/North,Total,2015,Health,2158.0,3.8
Voyvodina/North,Total,2015,Transport,5214.0,9.3
Voyvodina/North,Total,2015,Communication,3078.0,5.5
Voyvodina/North,Total,2015,Culture and Recreation,2750.0,4.9
Voyvodina/North,Total,2015,Education,765.0,1.4
Voyvodina/North,Total,2015,Hotels and Restaurants,1376.0,2.5
Voyvodina/North,Total,2015,Other Items and Services,3153.0,5.6
Voyvodina/North,City,2015,Total,58843.0,100.0
Voyvodina/North,City,2015,Food and Non-Alcoholic Beverages,20532.0,34.9
Voyvodina/North,City,2015,"Alcohol, Tobacco and Narcotics",2443.0,4.2
Voyvodina/North,City,2015,Clothing and Footwear,3110.0,5.3
Voyvodina/North,City,2015,"Housing, Water, Energy, Gas, etc.",9875.0,16.8
Voyvodina/North,City,2015,Home Equipment and Maintenance,2691.0,4.6
Voyvodina/North,City,2015,Health,2198.0,3.7
Voyvodina/North,City,2015,Transport,5384.0,9.1
Voyvodina/North,City,2015,Communication,3329.0,5.7
Voyvodina/North,City,2015,Culture and Recreation,3262.0,5.5
Voyvodina/North,City,2015,Education,957.0,1.6
Voyvodina/North,City,2015,Hotels and Restaurants,1662.0,2.8
Voyvodina/North,City,2015,Other Items and Services,3400.0,5.8
Voyvodina/North,Rest,2015,Total,51701.0,100.0
Voyvodina/North,Rest,2015,Food and Non-Alcoholic Beverages,20028.0,38.7
Voyvodina/North,Rest,2015,"Alcohol, Tobacco and Narcotics",2552.0,4.9
Voyvodina/North,Rest,2015,Clothing and Footwear,2465.0,4.8
Voyvodina/North,Rest,2015,"Housing, Water, Energy, Gas, etc.",8248.0,16.0
Voyvodina/North,Rest,2015,Home Equipment and Maintenance,2569.0,5.0
Voyvodina/North,Rest,2015,Health,2091.0,4.0
Voyvodina/North,Rest,2015,Transport,4957.0,9.6
Voyvodina/North,Rest,2015,Communication,2688.0,5.2
Voyvodina/North,Rest,2015,Culture and Recreation,1948.0,3.8
Voyvodina/North,Rest,2015,Education,466.0,0.9
Voyvodina/North,Rest,2015,Hotels and Restaurants,932.0,1.8
Voyvodina/North,Rest,2015,Other Items and Services,2757.0,5.3
Central and West,Total,2015,Total,60573.0,100.0
Central and West,Total,2015,Food and Non-Alcoholic Beverages,22171.0,36.7
Central and West,Total,2015,"Alcohol, Tobacco and Narcotics",2890.0,4.8
Central and West,Total,2015,Clothing and Footwear,2957.0,4.9
Central and West,Total,2015,"Housing, Water, Energy, Gas, etc.",10378.0,17.1
Central and West,Total,2015,Home Equipment and Maintenance,2874.0,4.7
Central and West,Total,2015,Health,2316.0,3.8
Central and West,Total,2015,Transport,5703.0,9.4
Central and West,Total,2015,Communication,2907.0,4.8
